,Id,SalePrice
0,1461,11.71228650957346
1,1462,12.04133864492178
2,1463,12.143609464168549
3,1464,12.230212833732367
4,1465,12.189763959497213
5,1466,12.053533226251602
6,1467,12.093096897006035
7,1468,11.991619274020195
8,1469,12.182885996997356
9,1470,11.718164876103401
10,1471,12.06797806173563
11,1472,11.472510181367397
12,1473,11.465802550315857
13,1474,11.91396301984787
14,1475,11.680478911846876
15,1476,12.7784373909235
16,1477,12.46425560489297
17,1478,12.65928366780281
18,1479,12.612661316990852
19,1480,13.155783724039793
20,1481,12.70888251811266
21,1482,12.269737899303436
22,1483,12.098429299890995
23,1484,11.986327297985554
24,1485,12.157587621361017
25,1486,12.14600120484829
26,1487,12.738611973822117
27,1488,12.307878509163857
28,1489,12.196375545114279
29,1490,12.476383931934834
30,1491,12.183146752417088
31,1492,11.469085078686476
32,1493,12.093403097242117
33,1494,12.592077910900116
34,1495,12.587577447295189
35,1496,12.377275720238686
36,1497,12.085963312536478
37,1498,12.149786353111267
38,1499,12.01859950274229
39,1500,11.980370659381151
40,1501,12.073533587157726
41,1502,11.820084124803543
42,1503,12.73387710377574
43,1504,12.382766369730234
44,1505,12.348642211407423
45,1506,12.167665030807257
46,1507,12.43359699100256
47,1508,12.232165344059467
48,1509,11.960742361843586
49,1510,11.888774558901787
50,1511,12.053295940160751
51,1512,12.0552743896842
52,1513,11.907614558935165
53,1514,11.9491436034441
54,1515,12.135442323982716
55,1516,11.92206997051835
56,1517,12.038486167788506
57,1518,11.764341928064823
58,1519,12.252657674252987
59,1520,11.763854183256626
60,1521,11.817913327366114
61,1522,12.077012404799461
62,1523,11.667935237288475
63,1524,11.775648832321167
64,1525,11.692398704588413
65,1526,11.608279906213284
66,1527,11.585174772888422
67,1528,11.817871443927288
68,1529,11.994278378784657
69,1530,12.213682111352682
70,1531,11.589833684265614
71,1532,11.40632738545537
72,1533,11.96811318770051
73,1534,11.565176457166672
74,1535,11.927435904741287
75,1536,11.562884524464607
76,1537,11.013107419013977
77,1538,11.947407945990562
78,1539,12.193450804799795
79,1540,11.31605026870966
80,1541,11.91247534006834
81,1542,11.97902825474739
82,1543,12.131917025893927
83,1544,11.306165963411331
84,1545,11.686631951481104
85,1546,11.817276373505592
86,1547,11.816044822335243
87,1548,11.845282509922981
88,1549,11.70994270592928
89,1550,11.800733037292957
90,1551,11.526318967342377
91,1552,11.866500429809093
92,1553,11.922155924141407
93,1554,11.665411341935396
94,1555,12.006560254842043
95,1556,11.261053174734116
96,1557,11.741779528558254
97,1558,11.561572849750519
98,1559,10.9769923761487
99,1560,11.75108653306961
100,1561,11.824331790208817
101,1562,11.816781736910343
102,1563,11.733407635241747
103,1564,11.993406116962433
104,1565,11.944611869752407
105,1566,12.384244851768017
106,1567,11.281140938401222
107,1568,12.390862427651882
108,1569,11.884980842471123
109,1570,11.792410708963871
110,1571,11.642577655613422
111,1572,11.893175028264523
112,1573,12.333596758544445
113,1574,11.714028231799603
114,1575,12.383589461445808
115,1576,12.348636239767075
116,1577,12.105208121240139
117,1578,11.883957453072071
118,1579,11.892502047121525
119,1580,12.166420247405767
120,1581,11.999556683003902
121,1582,11.767194338142872
122,1583,12.607567645609379
123,1584,12.285200912505388
124,1585,11.814573891460896
125,1586,11.278492093086243
126,1587,11.580537311732769
127,1588,11.912002108991146
128,1589,11.529987029731274
129,1590,11.763081803917885
130,1591,11.475577592849731
131,1592,11.689389862120152
132,1593,11.735996652394533
133,1594,-579898.3303382806
134,1595,11.637616463005543
135,1596,12.29728190228343
136,1597,12.262837693095207
137,1598,12.357453465461731
138,1599,12.09849777072668
139,1600,12.032174233347178
140,1601,11.101551480591297
141,1602,11.701007105410099
142,1603,10.99123576655984
143,1604,12.496190059930086
144,1605,12.335921853780746
145,1606,12.016428880393505
146,1607,12.061959989368916
147,1608,12.294978134334087
148,1609,12.097625087946653
149,1610,11.936127252876759
150,1611,11.841203607618809
151,1612,12.055573135614395
152,1613,12.046013288199902
153,1614,11.751858912408352
154,1615,11.381696343421936
155,1616,11.255195677280426
156,1617,11.401953730732203
157,1618,11.87591190263629
158,1619,11.843134578317404
159,1620,12.005838982760906
160,1621,11.791824340820312
161,1622,11.900666411966085
162,1623,12.413145169615746
163,1624,12.213846266269684
164,1625,11.635604050010443
165,1626,12.023187100887299
166,1627,12.186216816306114
167,1628,12.515700556337833
168,1629,12.12278714030981
169,1630,12.802237406373024
170,1631,12.40366668254137
171,1632,12.425203740596771
172,1633,12.028413627296686
173,1634,12.097472835332155
174,1635,12.05258872359991
175,1636,11.924805045127869
176,1637,12.262333996593952
177,1638,12.1021319180727
178,1639,12.109102867543697
179,1640,12.362875245511532
180,1641,12.116831332445145
181,1642,12.43218533322215
182,1643,12.300777073949575
183,1644,12.39771107956767
184,1645,12.267568141222
185,1646,11.952484838664532
186,1647,11.941014934331179
